Player Name,C,L,R,D,CON,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,OV,Age,Contract,Salary,Link
Lane Pederson,X,,,,100.00,77,35,71,77,77,77,88,63,66,60,60,69,54,51,39,0,40,69,28,0,0$,NHL Link
Isaak Phillips,,,,X,100.00,68,35,71,79,82,75,89,60,35,60,60,63,50,46,38,0,40,69,24,0,0$,NHL Link
Samuel Poulin,,,X,,100.00,77,41,65,67,91,86,92,64,50,60,60,72,66,45,36,0,40,69,25,0,0$,NHL Link
Justin Robidas,X,,,,100.00,60,35,91,80,52,80,82,68,65,71,60,63,52,41,40,0,40,69,23,0,0$,NHL Link
Josh Samanski (R),X,,,,100.00,64,35,71,79,73,80,89,61,67,62,67,72,50,46,36,0,40,69,24,0,0$,NHL Link
Dominik Shine,,,X,,100.00,60,51,69,80,60,73,80,61,55,60,69,74,62,51,46,0,40,69,33,0,0$,NHL Link
Otto Stenberg (R),X,,,,100.00,65,43,95,73,66,86,88,63,65,67,65,70,50,38,37,0,40,69,21,0,0$,NHL Link
Aydar Suniev,,X,,,100.00,61,35,91,81,75,82,84,65,50,64,60,68,58,40,35,0,40,69,21,0,0$,NHL Link
Maxim Tsyplakov,,,X,,100.00,74,35,99,76,76,77,73,61,55,62,63,65,61,46,42,0,40,69,27,0,0$,NHL Link
Kai Uchacz (R),X,,,,100.00,74,57,66,73,84,83,90,65,66,60,60,67,50,40,40,0,40,69,23,0,0$,NHL Link
Marshall Warren,,,,X,100.00,60,35,80,84,64,78,85,62,35,69,60,67,50,42,35,0,40,69,25,0,0$,NHL Link
Ozzy Wiesblatt,,X,,,100.00,76,54,75,78,64,79,66,61,55,64,62,70,77,42,37,0,40,69,24,0,0$,NHL Link
Garrett Wilson,,X,,,100.00,85,71,50,65,98,76,79,60,50,60,60,66,50,73,50,0,40,69,35,0,0$,NHL Link
Andrew Agozzino,,X,,,100.00,69,35,84,79,64,72,80,60,55,60,60,74,58,63,43,0,40,68,35,0,0$,NHL Link
Arshdeep Bains,,X,,,100.00,60,35,83,84,63,77,83,63,55,65,62,67,51,44,38,0,40,68,25,0,0$,NHL Link
Anton Blidh,,X,,,100.00,71,36,63,76,70,74,88,61,50,66,60,60,50,57,45,0,40,68,31,0,0$,NHL Link
Matej Blumel,,,X,,100.00,65,35,87,73,75,80,83,72,55,60,60,64,62,46,36,0,40,68,26,0,0$,NHL Link
Skyler Brind'Amour,X,,,,100.00,60,35,77,77,73,89,91,61,67,60,60,65,50,45,35,0,40,68,26,0,0$,NHL Link
Brendan Brisson,,X,,,100.00,60,40,59,74,67,80,89,64,50,67,60,67,57,44,36,0,40,68,24,0,0$,NHL Link
Jake Christiansen,,,,X,100.00,66,35,91,73,72,77,66,61,35,63,60,67,50,48,43,0,40,68,26,0,0$,NHL Link
Sam Colangelo,,,X,,100.00,74,37,82,72,84,79,80,62,55,60,66,62,64,44,37,0,40,68,24,0,0$,NHL Link
Kenny Connors (R),X,,,,100.00,72,35,80,80,82,76,87,61,65,60,60,64,62,40,35,0,40,68,23,0,0$,NHL Link
Sheldon Dries,X,,,,100.00,64,35,91,75,61,73,83,61,65,60,60,77,50,61,47,0,40,68,32,0,0$,NHL Link
Victor Eklund (R),,,X,,100.00,60,35,97,67,55,89,42,71,50,75,60,60,62,37,35,0,40,68,19,0,0$,NHL Link
Andreas Englund,,,,X,100.00,68,47,55,72,80,74,78,60,35,60,60,63,50,61,46,0,40,68,30,0,0$,NHL Link
Adam Engstrom (R),,,,X,100.00,60,35,87,75,70,82,82,61,35,62,60,66,50,40,36,0,40,68,22,0,0$,NHL Link
Parker Ford,X,,,,100.00,64,35,83,82,58,78,87,60,66,62,60,71,50,44,36,0,40,68,25,0,0$,NHL Link
Jacob Gaucher,X,,,,100.00,77,43,72,71,95,77,92,60,65,60,60,63,51,43,35,0,40,68,25,0,0$,NHL Link
Mason Geertsen,,X,,,100.00,94,64,50,77,99,68,66,60,50,60,60,60,50,52,37,0,40,68,31,0,0$,NHL Link
Maxim Groshev,,,,X,100.00,60,35,85,65,74,78,82,63,35,71,60,63,57,42,35,0,40,68,24,0,0$,NHL Link
Tyson Gross (R),X,,,,100.00,61,35,87,76,74,81,39,61,67,60,68,71,50,41,35,0,40,68,23,0,0$,NHL Link
Avery Hayes (R),X,,,,100.00,60,90,65,79,55,81,80,62,65,60,72,69,62,41,36,0,40,68,23,0,0$,NHL Link
Luke Haymes (R),X,,,,100.00,64,35,86,70,76,86,89,62,65,66,60,66,62,40,35,0,40,68,22,0,0$,NHL Link
Tyson Hinds (R),,,,X,100.00,60,35,86,74,70,85,88,60,35,60,60,72,50,45,35,0,40,68,23,0,0$,NHL Link
Nils Hoglander,,X,,,100.00,65,35,98,77,59,82,64,61,65,63,63,65,60,53,53,0,40,68,25,0,0$,NHL Link
Bokondji Imama,,X,,,100.00,79,89,50,76,88,74,88,60,50,60,60,60,50,51,37,0,40,68,29,0,0$,NHL Link
Ryan Johnson,,,,X,100.00,61,35,73,71,70,74,81,60,35,60,60,77,50,44,38,0,40,68,24,0,0$,NHL Link
Joakim Kemell,,,X,,100.00,63,38,60,74,62,80,85,63,55,64,64,71,50,40,36,0,40,68,22,0,0$,NHL Link
Rory Kerins,X,,,,100.00,60,35,89,74,64,87,82,67,65,60,60,69,53,42,35,0,40,68,24,0,0$,NHL Link
Joona Koppanen,X,,,,100.00,61,35,91,78,77,83,79,61,66,62,60,71,50,48,37,0,40,68,28,0,0$,NHL Link
Joseph LaBate,X,,,,100.00,93,64,50,64,91,78,53,60,65,60,60,68,50,59,36,0,40,68,33,0,0$,NHL Link
Raphael Lavoie,X,,,,100.00,73,41,91,73,90,76,70,65,65,60,61,60,51,45,36,0,40,68,25,0,0$,NHL Link
Cole McWard,,,,X,100.00,61,35,84,66,70,82,86,60,35,60,60,77,50,45,35,0,40,68,25,0,0$,NHL Link
Dakota Mermis,,,,X,100.00,62,77,69,70,70,81,64,61,35,60,67,69,50,57,40,0,40,68,32,0,0$,NHL Link
Zach Metsa,,,,X,100.00,60,35,96,74,54,78,83,61,35,64,64,73,50,50,47,0,40,68,27,0,0$,NHL Link
Travis Mitchell,,,,X,100.00,71,62,50,67,85,78,87,61,35,60,67,65,50,44,35,0,40,68,26,0,0$,NHL Link
Jacob Moverare,,,,X,100.00,66,37,99,68,82,74,46,60,35,60,60,70,50,54,41,0,40,68,27,0,0$,NHL Link
Ty Mueller,X,,,,100.00,60,35,80,79,62,80,87,61,65,60,68,68,51,41,35,0,40,68,23,0,0$,NHL Link
Ty Murchison (R),,,,X,100.00,69,40,61,75,81,84,59,60,35,60,60,66,50,40,35,0,40,68,23,0,0$,NHL Link
Matthew Poitras,X,,,,100.00,60,35,69,74,65,83,91,64,65,60,69,64,50,41,39,0,40,68,22,0,0$,NHL Link
Martin Pospisil,X,,,,100.00,77,49,90,78,65,79,53,61,66,63,62,65,50,46,44,0,40,68,26,0,0$,NHL Link
Mikael Pyyhtia,,X,,,100.00,60,35,85,77,57,79,85,63,50,60,68,67,64,45,39,0,40,68,24,0,0$,NHL Link
David Reinbacher (R),,,,X,100.00,60,39,62,69,72,81,81,63,35,71,60,65,50,39,35,0,40,68,21,0,0$,NHL Link
Jonas Rondbjerg,,,X,,100.00,60,35,91,73,71,84,71,61,50,66,60,64,51,48,44,0,40,68,27,0,0$,NHL Link
Josiah Slavin,,X,,,100.00,60,35,83,69,76,89,90,60,55,60,60,73,50,49,46,0,40,68,27,0,0$,NHL Link
Victor Soderstrom,,,,X,100.00,60,35,78,72,69,82,86,61,35,63,60,71,50,47,38,0,40,68,25,0,0$,NHL Link
Riley Stillman,,,,X,100.00,65,56,50,75,74,80,78,60,35,60,60,66,50,57,44,0,40,68,28,0,0$,NHL Link
Henry Thrun,,,,X,100.00,69,37,75,67,83,84,81,60,35,60,60,66,61,45,42,0,40,68,25,0,0$,NHL Link
Philip Tomasino,X,,,,100.00,62,36,63,78,67,83,82,62,65,63,60,65,63,51,47,0,40,68,24,0,0$,NHL Link
Colton White,,,,X,100.00,61,35,76,73,67,80,76,61,35,65,60,69,50,53,41,0,40,68,29,0,0$,NHL Link
Florian Xhekaj (R),,X,,,100.00,72,99,50,75,86,78,89,61,50,65,60,66,57,39,35,0,40,68,22,0,0$,NHL Link
Danny Zhilkin (R),X,,,,100.00,65,35,86,82,73,74,88,61,65,64,60,69,61,40,35,0,40,68,22,0,0$,NHL Link
Jack Ahcan,,,,X,100.00,60,35,68,76,53,78,91,64,35,65,60,65,50,56,36,0,40,67,29,0,0$,NHL Link
Sacha Boisvert (R),X,,,,100.00,64,39,84,72,74,77,40,62,66,63,67,61,50,37,35,0,40,67,20,0,0$,NHL Link
Angus Booth (R),,,,X,100.00,60,35,73,68,60,80,83,65,35,60,75,66,50,39,35,0,40,67,22,0,0$,NHL Link
Patrick Brown,X,,,,100.00,73,45,64,63,83,75,90,66,50,58,51,73,51,80,54,0,40,67,34,0,0$,NHL Link
Luca Cagnoni,,,,X,100.00,60,35,86,68,56,89,89,70,35,60,60,67,52,40,35,0,40,67,21,0,0$,NHL Link
Ethan Cardwell,,,X,,100.00,60,35,84,78,60,82,59,61,50,60,67,68,51,42,36,0,40,67,23,0,0$,NHL Link
Angus Crookshank,,X,,,100.00,60,35,91,75,60,76,88,61,55,60,67,68,61,46,37,0,40,67,26,0,0$,NHL Link
Luca Del-Bel-Belluz,X,,,,100.00,60,35,99,73,64,77,89,67,66,62,60,69,58,42,37,0,40,67,22,0,0$,NHL Link
Drew Fortescue (R),,,,X,100.00,60,35,87,72,72,84,41,62,35,65,60,65,50,38,35,0,40,67,21,0,0$,NHL Link
Liam Foudy,X,,,,100.00,60,35,91,74,67,81,82,62,65,60,60,66,52,54,41,0,40,67,26,0,0$,NHL Link
James Hagens (R),X,,,,100.00,60,35,96,67,66,87,40,63,75,71,60,69,51,42,35,0,40,67,19,3,"975,000$",NHL Link
Hunter Haight (R),X,,,,100.00,60,35,85,75,60,80,84,62,66,63,64,63,62,39,35,0,40,67,22,0,0$,NHL Link
Ville Heinola,,,,X,100.00,60,35,83,69,62,83,73,63,35,60,60,66,57,48,38,0,40,67,25,0,0$,NHL Link
Quinn Hutson,,,X,,100.00,60,53,50,73,55,73,90,70,55,60,70,62,51,42,35,0,40,67,24,0,0$,NHL Link
Roby Jarventie,,X,,,100.00,66,37,80,73,83,75,85,62,55,60,60,68,50,43,36,0,40,67,23,0,0$,NHL Link
Aleksanteri Kaskimaki (R),X,,,,100.00,60,35,93,81,67,80,89,61,65,60,60,64,51,39,35,0,40,67,22,0,0$,NHL Link
Kevin Korchinski,,,,X,100.00,60,35,67,72,64,82,86,61,35,64,60,68,50,41,41,0,40,67,22,0,0$,NHL Link
Shane Lachance (R),,X,,,100.00,75,43,88,71,94,74,84,60,65,60,60,60,50,40,35,0,40,67,22,0,0$,NHL Link
Nathan Legare,,,X,,100.00,74,49,50,74,79,76,86,60,55,60,60,68,50,43,35,0,40,67,25,0,0$,NHL Link
Jonathan Lekkerimaki,,,X,,100.00,60,35,92,73,58,82,61,66,50,62,68,64,66,40,37,0,40,67,21,0,0$,NHL Link
Simon Lundmark,,,,X,100.00,63,35,85,66,73,87,78,60,35,60,60,68,50,43,35,0,40,67,25,0,0$,NHL Link
Connor Mackey,,,,X,100.00,63,59,50,65,76,80,86,60,35,60,60,64,50,52,42,0,40,67,29,0,0$,NHL Link
Brady Martin (R),X,,,,100.00,60,35,99,74,63,82,36,66,65,67,60,64,50,36,35,0,40,67,19,0,0$,NHL Link
Dysin Mayo,,,,X,100.00,60,35,65,74,65,73,83,62,35,67,60,63,50,51,45,0,40,67,29,0,0$,NHL Link
Carter Mazur,,X,,,100.00,66,35,84,82,71,80,53,60,55,60,60,65,50,42,35,0,40,67,24,0,0$,NHL Link
Sam Morton,X,,,,100.00,70,35,81,72,70,78,90,60,76,60,60,72,51,45,35,0,40,67,26,0,0$,NHL Link
Tristen Nielsen,,,X,,100.00,73,37,60,74,67,74,89,63,50,66,60,63,64,43,35,0,40,67,26,0,0$,NHL Link
Owen Pickering,,,,X,100.00,62,35,82,69,81,79,91,60,35,60,60,66,50,40,37,0,40,67,22,0,0$,NHL Link
Jason Polin,,,X,,100.00,76,35,93,72,75,74,74,60,50,60,60,67,50,46,36,0,40,67,27,0,0$,NHL Link
Marshall Rifai,,,,X,100.00,66,37,70,72,82,75,51,60,35,60,60,67,50,47,35,0,40,67,28,0,0$,NHL Link
Joshua Roy,,,X,,100.00,66,35,78,82,70,78,82,61,50,60,60,60,61,42,37,0,40,67,22,0,0$,NHL Link
Ronan Seeley (R),,,,X,100.00,60,35,95,66,68,84,89,60,35,60,60,70,50,41,40,0,40,67,23,0,0$,NHL Link
Hunter Skinner,,,,X,100.00,76,43,59,63,81,77,82,60,35,60,60,67,50,42,35,0,40,67,25,0,0$,NHL Link
Jack Studnicka,X,,,,100.00,64,35,75,81,68,73,82,60,66,60,60,67,58,55,42,0,40,67,27,0,0$,NHL Link
Bogdan Trineyev (R),,X,,,100.00,64,35,80,72,80,80,85,61,50,60,60,75,51,41,35,0,40,67,24,0,0$,NHL Link
William Villeneuve (R),,,,X,100.00,60,43,58,69,73,88,85,60,35,60,60,70,50,41,35,0,40,67,24,0,0$,NHL Link
Nils Aman,X,,,,100.00,60,35,89,73,65,76,79,60,65,60,60,64,59,51,42,0,40,66,26,0,0$,NHL Link
Xavier Bourgault (R),,,X,,100.00,64,35,78,75,65,75,91,68,50,60,60,60,51,41,35,0,40,66,23,0,0$,NHL Link
Seamus Casey,,,,X,100.00,60,35,89,70,56,89,59,60,35,60,60,70,51,45,36,0,40,66,22,0,0$,NHL Link
Nikita Chibrikov,,X,,,100.00,60,35,81,79,54,77,85,60,50,60,60,68,64,42,36,0,40,66,23,0,0$,NHL Link
Justin Danforth,,,X,,100.00,60,35,85,74,60,82,37,60,60,60,60,73,50,54,45,0,40,66,33,0,0$,NHL Link
Jared Davidson (R),X,,,,100.00,66,40,59,78,65,76,84,61,65,62,60,62,58,41,36,0,40,66,23,0,0$,NHL Link
Jorian Donovan (R),,,,X,100.00,67,60,50,65,78,72,84,60,35,60,60,65,50,39,35,0,40,66,22,0,0$,NHL Link
Justin Dowling,X,,,,100.00,60,35,97,70,60,74,72,60,65,60,60,65,58,76,48,0,40,66,35,0,0$,NHL Link
Dylan Duke,,X,,,100.00,60,35,73,72,53,78,92,69,50,60,61,68,51,41,35,0,40,66,23,0,0$,NHL Link
Domenick Fensore,,,,X,100.00,60,35,75,66,51,91,82,60,35,60,60,71,50,43,35,0,40,66,24,0,0$,NHL Link
Ivan Ivan,X,,,,100.00,60,35,74,75,66,75,93,61,65,63,60,61,67,42,38,0,40,66,23,0,0$,NHL Link
Carson Lambos (R),,,,X,100.00,60,35,69,65,71,76,90,60,35,60,60,70,50,40,35,0,40,66,23,0,0$,NHL Link
Jake Livanavage (R),,,,X,100.00,60,35,99,66,52,99,35,67,35,60,60,63,50,39,35,0,40,66,22,0,0$,NHL Link
Marc McLaughlin,X,,,,100.00,64,35,94,78,71,75,58,60,66,60,60,65,50,48,37,0,40,66,26,0,0$,NHL Link
Georgi Merkulov,X,,,,100.00,60,35,76,71,59,80,90,70,60,60,60,60,58,45,36,0,40,66,25,0,0$,NHL Link
Oscar Fisker Molgaard (R),X,,,,100.00,60,35,92,75,54,77,83,61,66,64,60,68,58,38,36,0,40,66,21,0,0$,NHL Link
T.J. Tynan,X,,,,100.00,60,35,73,73,43,75,88,64,65,67,60,60,51,60,37,0,40,66,34,0,0$,NHL Link
Topias Vilen (R),,,,X,100.00,60,35,84,65,69,85,84,60,35,60,60,63,61,40,35,0,40,66,23,0,0$,NHL Link
Abram Wiebe (R),,,,X,100.00,67,37,85,62,83,80,37,60,35,60,60,62,50,40,35,0,40,66,22,0,0$,NHL Link
Alex Belzile,,,X,,100.00,51,47,50,68,69,75,86,70,40,58,58,60,65,63,42,0,40,65,34,0,0$,NHL Link
Brett Berard,,X,,,100.00,60,35,61,78,52,80,77,60,50,60,60,67,52,42,38,0,40,65,23,0,0$,NHL Link
Tristan Broz (R),X,,,,100.00,63,35,71,66,74,82,72,60,65,60,60,60,52,41,35,0,40,65,23,0,0$,NHL Link
Jack Devine (R),,,X,,100.00,60,37,62,78,62,76,89,60,50,60,60,60,51,40,35,0,40,65,22,0,0$,NHL Link
Martin Frk,,,X,,100.00,64,50,54,65,78,68,86,69,40,55,59,58,52,59,47,0,40,65,32,0,0$,NHL Link
Rafael Harvey-Pinard,,X,,,100.00,60,35,80,67,55,81,87,60,50,60,60,64,61,48,40,0,40,65,27,0,0$,NHL Link
Trevor Kuntar,X,,,,100.00,71,54,50,66,78,70,90,60,60,60,60,60,50,42,35,0,40,65,25,0,0$,NHL Link
Jett Luchanko,X,,,,100.00,60,35,94,79,64,77,37,60,68,60,60,66,50,43,35,0,40,65,19,0,0$,NHL Link
Xavier Parent,,X,,,100.00,60,48,50,77,49,76,88,60,50,60,60,66,57,42,35,0,40,65,25,0,0$,NHL Link
Luca Pinelli (R),X,,,,100.00,60,39,57,74,48,86,90,62,60,60,60,62,53,38,35,0,40,65,21,0,0$,NHL Link
Anthony Richard,X,,,,100.00,60,35,76,70,62,74,87,61,60,60,60,60,54,54,37,0,40,65,29,0,0$,NHL Link
Logan Shaw,,,X,,100.00,67,38,71,64,86,75,91,66,40,56,53,51,55,75,58,0,40,65,33,0,0$,NHL Link
David Spacek (R),,,,X,100.00,60,35,89,63,66,77,82,60,35,60,60,66,50,40,35,0,40,65,23,0,0$,NHL Link
Ryan Tverberg (R),X,,,,100.00,61,35,76,73,64,79,86,60,60,60,60,64,53,41,35,0,40,65,24,0,0$,NHL Link
Brayden Yager (R),X,,,,100.00,60,35,94,70,54,81,90,60,65,60,60,65,58,38,35,0,40,65,21,0,0$,NHL Link
Braeden Cootes (R),X,,,,100.00,60,35,99,68,64,80,36,63,65,60,60,62,50,36,35,0,40,64,19,0,0$,NHL Link
Seth Griffith,,,X,,100.00,40,35,68,72,56,72,90,73,40,68,49,51,50,61,49,0,40,64,33,0,0$,NHL Link
Jayson Megna,X,,,,100.00,49,35,81,67,69,75,89,65,50,52,56,64,58,70,56,0,40,64,36,0,0$,NHL Link
Austin Poganski,,,X,,100.00,60,35,88,66,76,75,89,67,40,57,53,52,62,53,46,0,40,64,30,0,0$,NHL Link
William Stromgren (R),,X,,,100.00,60,37,66,66,73,74,89,62,50,60,60,60,55,40,35,0,40,64,23,0,0$,NHL Link
Samuel Bolduc,,,,X,100.00,75,35,84,57,90,75,88,55,35,52,40,58,50,51,38,0,40,63,25,0,0$,NHL Link
Ryan Carpenter,X,,,,100.00,53,35,86,66,72,71,90,63,50,56,49,46,64,71,66,0,40,63,35,0,0$,NHL Link
Logan Morrison,X,,,,100.00,35,35,73,72,59,68,88,69,50,57,58,65,61,43,35,0,40,63,23,0,0$,NHL Link
Antti Tuomisto,,,,X,100.00,73,35,78,57,91,69,88,54,35,49,41,69,50,41,35,0,40,63,25,0,0$,NHL Link
Chris Wagner,,,X,,100.00,53,38,60,65,70,75,87,64,40,53,54,47,50,99,57,0,40,63,35,0,0$,NHL Link
Justin Bailey,,,X,,100.00,69,36,74,61,87,69,90,60,40,46,55,52,58,58,43,0,40,62,30,0,0$,NHL Link
Jack Becker,X,,,,100.00,71,35,77,60,86,75,90,59,50,52,46,61,50,45,35,0,40,62,29,0,0$,NHL Link
Adam Beckman,,X,,,100.00,47,35,77,67,70,75,88,65,40,49,59,53,52,46,36,0,40,62,25,0,0$,NHL Link
Filip Bystedt (R),X,,,,100.00,42,35,86,69,67,72,86,69,50,61,53,50,54,38,35,0,40,62,22,0,0$,NHL Link
Martin Chromiak (R),,,X,,100.00,45,35,91,69,65,75,90,67,40,54,57,52,58,40,35,0,40,62,23,0,0$,NHL Link
Andrew Cristall (R),,X,,,100.00,42,35,85,70,59,73,91,69,40,62,51,48,52,37,35,0,40,62,21,0,0$,NHL Link
Laurent Dauphin,X,,,,100.00,40,35,77,68,62,60,76,67,50,67,48,63,58,58,45,0,40,62,31,0,0$,NHL Link
Zac Jones,,,,X,100.00,45,35,91,69,63,63,82,69,35,71,43,44,53,48,41,0,40,62,25,0,0$,NHL Link
Alexander Nylander,,,X,,100.00,51,35,92,66,71,68,86,65,40,55,54,54,57,59,42,0,40,62,28,0,0$,NHL Link
Sasha Pastujov (R),,,X,,100.00,42,35,83,70,63,73,90,68,40,59,52,53,54,39,35,0,40,62,22,0,0$,NHL Link
Eduards Tralmaks,,,X,,100.00,64,35,91,61,84,73,85,60,40,46,56,68,50,45,35,0,40,62,29,0,0$,NHL Link
Frederic Brunet,,,,X,100.00,56,35,80,62,77,66,86,57,35,51,45,62,50,41,35,0,40,61,22,0,0$,NHL Link
Jeremy Davies,,,,X,100.00,40,38,53,68,60,75,91,63,35,60,42,52,50,52,36,0,40,61,29,0,0$,NHL Link
Jagger Firkus (R),,,X,,100.00,35,35,88,74,47,66,84,67,40,59,52,59,51,38,35,0,40,61,22,0,0$,NHL Link
Trey Fix-Wolansky,,,X,,100.00,49,68,50,68,57,75,91,67,40,51,60,46,54,48,36,0,40,61,27,0,0$,NHL Link
Glenn Gawdin,X,,,,100.00,47,43,53,67,68,75,90,65,50,58,48,53,58,51,41,0,40,61,29,0,0$,NHL Link
Cameron Hebig,X,,,,100.00,38,35,81,69,57,73,88,66,50,55,55,51,51,45,40,0,40,61,29,0,0$,NHL Link
Ben Hemmerling (R),,,X,,100.00,36,35,90,69,60,75,88,64,40,55,52,67,58,38,35,0,40,61,22,0,0$,NHL Link
Jimmy Huntington,X,,,,100.00,56,38,62,65,71,71,90,63,50,57,47,50,50,44,40,0,40,61,27,0,0$,NHL Link
Viljami Marjala (R),,X,,,100.00,35,35,86,73,59,75,91,69,40,64,49,47,50,39,35,0,40,61,23,0,0$,NHL Link
Aidan McDonough,,X,,,100.00,56,35,84,63,75,74,86,61,40,49,54,62,62,47,35,0,40,61,26,0,0$,NHL Link
Gustav Olofsson,,,,X,100.00,56,35,80,58,77,58,72,54,35,56,38,66,50,59,43,0,40,61,31,0,0$,NHL Link
Matthew Seminoff (R),,,X,,100.00,45,35,85,68,65,75,91,64,40,52,54,59,52,39,35,0,40,61,22,0,0$,NHL Link
Ryan Suzuki,X,,,,100.00,51,35,80,65,71,69,86,63,50,59,46,57,58,43,35,0,40,61,25,0,0$,NHL Link
Colin White,X,,,,100.00,49,35,80,63,69,61,70,62,50,56,53,50,62,64,57,0,40,61,29,0,0$,NHL Link
Nick Abruzzese,X,,,,100.00,35,35,95,68,55,68,78,64,50,61,47,57,52,48,36,0,40,60,27,0,0$,NHL Link
Yegor Afanasyev,,X,,,100.00,67,48,61,60,86,75,85,59,40,53,46,49,58,45,36,0,40,60,25,0,0$,NHL Link
Nikita Alexandrov,X,,,,100.00,35,35,82,71,59,75,86,67,50,62,48,40,53,46,38,0,40,60,25,0,0$,NHL Link
Judd Caulfield,,,X,,100.00,62,35,91,62,81,70,90,58,40,49,49,52,58,41,35,0,40,60,25,0,0$,NHL Link
Lukas Cormier,,,,X,100.00,45,35,77,64,61,66,73,61,35,64,42,51,50,43,35,0,40,60,24,0,0$,NHL Link
Philippe Daoust,X,,,,100.00,49,35,84,66,69,75,84,64,50,60,46,44,51,41,35,0,40,60,24,0,0$,NHL Link
Sean Farrell,X,,,,100.00,35,35,87,72,52,71,91,66,50,59,49,51,66,45,35,0,40,60,24,0,0$,NHL Link
Cole Guttman,X,,,,100.00,35,35,66,72,47,71,87,65,50,55,54,52,61,47,37,0,40,60,27,0,0$,NHL Link
Scott Harrington,,,,X,100.00,71,35,81,55,84,75,88,49,35,46,37,46,50,75,49,0,40,60,33,0,0$,NHL Link
Tyson Jugnauth (R),,,,X,100.00,38,35,72,68,59,75,91,62,35,59,42,51,51,38,35,0,40,60,22,0,0$,NHL Link
Michael Karow,,,,X,100.00,56,35,84,60,75,75,88,53,35,47,43,65,50,44,35,0,40,60,27,0,0$,NHL Link
William Lagesson,,,,X,100.00,62,35,76,57,79,64,82,49,35,48,37,70,50,53,41,0,40,60,30,0,0$,NHL Link
Jake Lucchini,X,,,,100.00,36,35,85,68,60,74,84,64,50,58,49,45,51,51,43,0,40,60,31,0,0$,NHL Link
Ben McCartney,,X,,,100.00,53,48,50,65,70,65,81,64,40,56,52,51,51,46,40,0,40,60,24,0,0$,NHL Link
Mitch McLain,X,,,,100.00,64,72,50,62,76,74,90,59,50,47,53,49,50,49,40,0,40,60,32,0,0$,NHL Link
Scott Perunovich,,,,X,100.00,35,35,65,70,52,70,85,63,35,63,42,53,50,55,41,0,40,60,27,0,0$,NHL Link
Derrick Pouliot,,,,X,100.00,60,35,78,61,76,71,88,56,35,57,37,42,50,65,47,0,40,60,32,0,0$,NHL Link
Corey Schueneman,,,,X,100.00,51,35,83,62,69,71,90,55,35,52,40,57,50,52,37,0,40,60,30,0,0$,NHL Link
Brett Seney,,X,,,100.00,35,35,58,74,40,75,86,64,40,58,49,52,52,54,49,0,40,60,30,0,0$,NHL Link
Oliver Wahlstrom,,,X,,100.00,60,35,70,62,78,67,83,60,40,47,55,42,65,54,48,0,40,60,26,0,0$,NHL Link
William Wallinder (R),,,,X,100.00,64,35,85,57,84,74,86,49,35,47,37,64,50,40,35,0,40,60,23,0,0$,NHL Link
Wyatt Aamodt,,,,X,100.00,49,35,78,60,67,75,86,51,35,49,38,68,50,47,35,0,40,59,28,0,0$,NHL Link
Jaret Anderson-Dolan,X,,,,100.00,56,36,63,63,69,70,91,58,50,50,45,49,50,60,42,0,40,59,26,0,0$,NHL Link
Gavin Bayreuther,,,,X,100.00,64,35,73,57,80,71,84,52,35,49,39,53,50,56,42,0,40,59,32,0,0$,NHL Link
Louie Belpedio,,,,X,100.00,51,39,57,63,67,72,88,56,35,52,42,50,50,55,36,0,40,59,30,0,0$,NHL Link
Atley Calvert (R),X,,,,100.00,49,35,82,64,67,75,89,58,50,50,48,63,50,39,35,0,40,59,22,0,0$,NHL Link
James Hamblin,,X,,,100.00,40,35,79,66,56,70,85,59,40,45,57,59,52,47,42,0,40,59,27,0,0$,NHL Link
Matthew Highmore,X,,,,100.00,40,35,85,66,60,75,89,59,50,52,47,50,61,64,50,0,40,59,30,0,0$,NHL Link
Ian Mitchell,,,,X,100.00,47,35,92,61,66,65,82,52,35,51,38,69,50,49,41,0,40,59,27,0,0$,NHL Link
Quentin Musty (R),,X,,,100.00,56,35,69,63,75,65,82,61,40,52,52,43,51,37,35,0,40,59,20,0,0$,NHL Link
Ty Nelson (R),,,,X,100.00,53,35,83,62,66,68,84,56,35,52,44,59,50,38,35,0,40,59,22,0,0$,NHL Link
Matthew Peca,X,,,,100.00,38,35,87,67,55,68,84,62,50,59,45,44,53,59,49,0,40,59,33,0,0$,NHL Link
Matthew Phillips,,,X,,100.00,35,35,88,74,41,75,90,65,40,59,48,42,58,50,37,0,40,59,28,0,0$,NHL Link
Matteo Pietroniro,,,,X,100.00,40,49,50,64,64,66,86,55,35,51,41,66,50,44,35,0,40,59,27,0,0$,NHL Link
Brian Pinho,X,,,,100.00,45,35,90,64,67,73,90,56,50,48,46,59,64,59,35,0,40,59,31,0,0$,NHL Link
Rem Pitlick,X,,,,100.00,42,35,73,68,61,72,89,64,50,54,53,36,62,53,42,0,40,59,29,0,0$,NHL Link
Calle Rosen,,,,X,100.00,40,35,83,66,64,75,89,58,35,54,42,47,50,62,40,0,40,59,32,0,0$,NHL Link
Mason Shaw,X,,,,100.00,38,35,57,68,57,72,90,61,50,54,47,56,50,49,49,0,40,59,27,0,0$,NHL Link
Billy Sweezey,,,,X,100.00,60,57,50,57,76,74,89,48,35,46,36,64,50,50,40,0,40,59,30,0,0$,NHL Link
